                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    120,                0.76489,                0.60368,                 1.1268,                0.88347,                0.85788,                0.86973,                0.69845,                0.97039,                0.90074,                 1.1547,              0.0003318,              0.0003318,              0.0003318
                    121,                0.76974,                0.60499,                  1.133,                0.88671,                0.83029,                0.86573,                0.69725,                0.97741,                0.96465,                 1.1651,              0.0003219,              0.0003219,              0.0003219
                    122,                0.76614,                0.59455,                 1.1259,                0.88313,                0.84967,                0.86423,                0.69383,                0.96042,                0.90895,                 1.1572,               0.000312,               0.000312,               0.000312
                    123,                0.76036,                0.58948,                  1.122,                0.89247,                0.83919,                0.87655,                0.69883,                0.95491,                0.89004,                 1.1424,              0.0003021,              0.0003021,              0.0003021
                    124,                  0.757,                0.58822,                 1.1257,                 0.8992,                0.84815,                0.87582,                0.70273,                 0.9463,                0.88512,                 1.1377,              0.0002922,              0.0002922,              0.0002922
                    125,                0.75166,                0.57532,                 1.1242,                0.90342,                0.84232,                0.87591,                0.70712,                0.94323,                0.88874,                 1.1358,              0.0002823,              0.0002823,              0.0002823
                    126,                0.75771,                 0.5851,                 1.1218,                0.86917,                0.86041,                0.87028,                0.70234,                0.93899,                 0.8921,                  1.128,              0.0002724,              0.0002724,              0.0002724
                    127,                0.75889,                0.58317,                 1.1277,                0.90675,                0.83293,                0.87248,                0.70099,                0.95863,                0.90337,                 1.1398,              0.0002625,              0.0002625,              0.0002625
                    128,                0.73886,                0.58226,                 1.1198,                0.87748,                0.85458,                0.86748,                0.69262,                0.96991,                0.91375,                 1.1534,              0.0002526,              0.0002526,              0.0002526
                    129,                0.74914,                0.57587,                 1.1183,                 0.8896,                0.85215,                0.87051,                 0.6966,                0.97366,                0.88602,                 1.1636,              0.0002427,              0.0002427,              0.0002427
                    130,                0.74933,                0.56684,                 1.1217,                0.89241,                0.84314,                0.87404,                0.70177,                0.98499,                0.89526,                 1.1737,              0.0002328,              0.0002328,              0.0002328
                    131,                0.73193,                 0.5631,                 1.1124,                0.88738,                 0.8415,                0.87109,                0.70361,                0.95593,                0.88785,                 1.1552,              0.0002229,              0.0002229,              0.0002229
                    132,                0.73434,                0.57137,                  1.114,                0.87873,                0.84967,                0.87779,                 0.7037,                 0.9526,                0.91119,                 1.1477,               0.000213,               0.000213,               0.000213
                    133,                0.74332,                0.56822,                 1.1161,                0.88877,                0.85621,                0.87532,                0.70135,                0.95533,                0.95008,                 1.1508,              0.0002031,              0.0002031,              0.0002031
                    134,                0.73213,                0.56476,                 1.1147,                0.91639,                0.83007,                0.87367,                0.70114,                0.96035,                   0.95,                 1.1498,              0.0001932,              0.0001932,              0.0001932
                    135,                0.73475,                0.56153,                 1.1205,                0.89419,                0.85685,                0.87844,                0.70223,                 0.9646,                0.93281,                 1.1521,              0.0001833,              0.0001833,              0.0001833
                    136,                0.74151,                0.56702,                 1.1155,                0.88672,                0.86111,                0.88108,                0.70505,                0.95514,                0.92124,                 1.1393,              0.0001734,              0.0001734,              0.0001734
                    137,                0.72884,                0.54817,                 1.1116,                0.92055,                0.83592,                0.87937,                0.70415,                 0.9465,                0.90364,                 1.1347,              0.0001635,              0.0001635,              0.0001635
                    138,                0.73799,                0.55823,                 1.1139,                0.91242,                0.83763,                0.87443,                0.70032,                0.94925,                0.91494,                 1.1406,              0.0001536,              0.0001536,              0.0001536
                    139,                0.73094,                0.54065,                 1.1066,                0.91733,                0.83674,                0.87714,                0.69879,                 0.9611,                0.92374,                 1.1446,              0.0001437,              0.0001437,              0.0001437
                    140,                0.71442,                0.54072,                 1.1002,                0.90283,                0.84028,                0.87723,                0.69765,                0.95782,                0.89903,                 1.1411,              0.0001338,              0.0001338,              0.0001338
                    141,                0.67667,                0.41829,                 1.0555,                0.87048,                0.85172,                0.86939,                0.69113,                0.95572,                0.92806,                 1.1278,              0.0001239,              0.0001239,              0.0001239
                    142,                0.66467,                0.39896,                 1.0461,                0.86554,                0.84254,                0.86546,                 0.6889,                0.96755,                0.95466,                 1.1398,               0.000114,               0.000114,               0.000114
                    143,                0.66962,                0.40179,                 1.0565,                0.83534,                0.84641,                0.86344,                0.68591,                0.97153,                0.97997,                 1.1425,              0.0001041,              0.0001041,              0.0001041
                    144,                 0.6581,                0.39493,                 1.0444,                0.85271,                0.83399,                0.86522,                0.69361,                0.96327,                0.96228,                 1.1346,               9.42e-05,               9.42e-05,               9.42e-05
                    145,                0.65796,                0.39129,                 1.0454,                0.85628,                0.83374,                0.86489,                 0.6949,                0.95934,                0.92761,                 1.1379,               8.43e-05,               8.43e-05,               8.43e-05
                    146,                0.64812,                0.38407,                 1.0368,                0.86849,                0.83655,                0.86633,                0.69701,                0.95393,                0.92348,                 1.1374,               7.44e-05,               7.44e-05,               7.44e-05
                    147,                0.64626,                0.37992,                 1.0404,                0.86459,                0.84111,                0.86837,                0.70048,                0.94978,                0.91696,                 1.1351,               6.45e-05,               6.45e-05,               6.45e-05
                    148,                0.64639,                0.37972,                 1.0411,                0.88146,                0.83048,                0.86865,                0.69879,                0.95131,                0.91495,                 1.1334,               5.46e-05,               5.46e-05,               5.46e-05
                    149,                0.63903,                0.37224,                 1.0332,                0.88588,                0.83104,                0.86843,                0.69712,                 0.9534,                0.91725,                 1.1324,               4.47e-05,               4.47e-05,               4.47e-05
